target_episode,target_dataset_index,replacement_episode,replacement_dataset_index,target_tactile_score,replacement_tactile_score,tactile_ratio,target_gripper_state,replacement_source_gripper_state,matched_gripper_difference,other5_normalized_distance,normal_shoulder_pan,low_tactile_shoulder_pan,signed_delta_shoulder_pan,abs_delta_shoulder_pan,normal_shoulder_lift,low_tactile_shoulder_lift,signed_delta_shoulder_lift,abs_delta_shoulder_lift,normal_elbow_flex,low_tactile_elbow_flex,signed_delta_elbow_flex,abs_delta_elbow_flex,normal_wrist_flex,low_tactile_wrist_flex,signed_delta_wrist_flex,abs_delta_wrist_flex,normal_wrist_roll,low_tactile_wrist_roll,signed_delta_wrist_roll,abs_delta_wrist_roll,normal_gripper,low_tactile_gripper,signed_delta_gripper,abs_delta_gripper
17,12472,5,4249,46322.1875,11316.7880859375,4.093227437700367,11.389071464538574,13.298222541809082,1.909151077270508,2.2019238471984863,2.7729697227478027,2.233377456665039,0.5395922660827637,0.5395922660827637,-71.52391052246094,-79.07799530029297,7.554084777832031,7.554084777832031,93.3864974975586,97.63294219970703,-4.2464447021484375,4.2464447021484375,55.982791900634766,56.82796859741211,-0.8451766967773438,0.8451766967773438,4.4611005783081055,3.5942249298095703,0.8668756484985352,0.8668756484985352,20.288976669311523,21.036785125732422,-0.7478084564208984,0.7478084564208984
18,13207,36,25900,39577.5078125,11840.1318359375,3.3426576967980406,13.364055633544922,14.61487865447998,1.2508230209350586,0.7557300925254822,2.1634817123413086,1.8932452201843262,0.2702364921569824,0.2702364921569824,-74.85641479492188,-79.31246948242188,4.4560546875,4.4560546875,95.64727783203125,97.78984069824219,-2.1425628662109375,2.1425628662109375,56.58616256713867,57.42900085449219,-0.8428382873535156,0.8428382873535156,3.904566526412964,3.3690950870513916,0.5354714393615723,0.5354714393615723,24.570079803466797,24.31987953186035,0.2502002716064453,0.2502002716064453
19,13848,0,629,32681.53125,11995.3076171875,2.7245263142040814,12.047399520874023,13.890717506408691,1.843317985534668,1.679145336151123,3.26192569732666,2.9119958877563477,0.3499298095703125,0.3499298095703125,-64.93473052978516,-67.75704193115234,2.8223114013671875,2.8223114013671875,88.33318328857422,89.76625061035156,-1.4330673217773438,1.4330673217773438,52.60112380981445,54.13522720336914,-1.5341033935546875,1.5341033935546875,2.213712692260742,1.9902667999267578,0.22344589233398438,0.22344589233398438,15.178756713867188,15.34832763671875,-0.1695709228515625,0.1695709228515625
20,14475,47,33097,59718.2734375,12066.72265625,4.9490052219414125,7.83410120010376,5.990783214569092,1.843317985534668,3.289202690124512,1.3991022109985352,1.6434359550476074,-0.24433374404907227,0.24433374404907227,-75.55365753173828,-81.34153747558594,5.787879943847656,5.787879943847656,94.01005554199219,97.34494018554688,-3.3348846435546875,3.3348846435546875,58.842315673828125,59.68505096435547,-0.8427352905273438,0.8427352905273438,-1.4810190200805664,-0.3414440155029297,-1.1395750045776367,1.1395750045776367,19.224124908447266,23.017248153686523,-3.793123245239258,3.793123245239258
21,15162,0,629,39197.80859375,11995.3076171875,3.267761848606979,13.034891128540039,13.890717506408691,0.8558263778686523,1.924926161766052,0.9369473457336426,0.7398486137390137,0.1970987319946289,0.1970987319946289,-75.20316314697266,-76.83699035644531,1.6338272094726562,1.6338272094726562,91.90621948242188,92.91728973388672,-1.0110702514648438,1.0110702514648438,60.09809875488281,60.22191619873047,-0.12381744384765625,0.12381744384765625,0.3329310417175293,0.21460866928100586,0.11832237243652344,0.11832237243652344,18.788814544677734,20.61077117919922,-1.8219566345214844,1.8219566345214844
22,15870,4,3787,61767.2578125,11748.119140625,5.257629504190914,7.175773620605469,8.031599998474121,0.8558263778686523,4.753338813781738,0.2810091972351074,-0.24055910110473633,0.5215682983398438,0.5215682983398438,-81.41954803466797,-85.15393829345703,3.7343902587890625,3.7343902587890625,98.90560150146484,99.63175201416016,-0.7261505126953125,0.7261505126953125,54.634544372558594,57.56077194213867,-2.926227569580078,2.926227569580078,-0.6032538414001465,-0.7053861618041992,0.10213232040405273,0.10213232040405273,11.438446044921875,15.092653274536133,-3.654207229614258,3.654207229614258
23,16661,5,4249,44633.0,11316.7880859375,3.9439635752711486,11.389071464538574,13.298222541809082,1.909151077270508,1.55338454246521,-0.3563094139099121,-0.5859956741333008,0.22968626022338867,0.22968626022338867,-82.57485961914062,-82.4593276977539,-0.11553192138671875,0.11553192138671875,97.74000549316406,97.61238098144531,0.12762451171875,0.12762451171875,59.55266189575195,59.894989013671875,-0.3423271179199219,0.3423271179199219,-0.5554733276367188,-0.8189773559570312,0.2635040283203125,0.2635040283203125,12.176534652709961,13.021146774291992,-0.8446121215820312,0.8446121215820312
24,17376,47,33100,45012.5078125,11452.287109375,3.930438294343157,10.599078178405762,9.677419662475586,0.9216585159301758,4.4704437255859375,2.406820297241211,2.3524651527404785,0.05435514450073242,0.05435514450073242,-76.50501251220703,-79.70904541015625,3.2040328979492188,3.2040328979492188,96.05661010742188,97.63494873046875,-1.578338623046875,1.578338623046875,57.25045394897461,57.475406646728516,-0.22495269775390625,0.22495269775390625,2.5318427085876465,2.9802160263061523,-0.44837331771850586,0.44837331771850586,19.784469604492188,22.3378849029541,-2.553415298461914,2.553415298461914
25,18094,47,33097,62900.328125,12066.72265625,5.21271018791673,6.7807769775390625,5.990783214569092,0.7899937629699707,4.542653560638428,0.26263856887817383,0.44968175888061523,-0.1870431900024414,0.1870431900024414,-76.69215393066406,-78.55937957763672,1.8672256469726562,1.8672256469726562,96.86167907714844,97.33683776855469,-0.47515869140625,0.47515869140625,54.39249801635742,55.169498443603516,-0.7770004272460938,0.7770004272460938,0.10108613967895508,0.5550553798675537,-0.45396924018859863,0.45396924018859863,13.451786041259766,14.666242599487305,-1.214456558227539,1.214456558227539
26,18823,47,33097,85134.7578125,12066.72265625,7.055333932648577,5.990783214569092,5.990783214569092,0.0,5.514653205871582,-0.45647192001342773,-0.5521659851074219,0.09569406509399414,0.09569406509399414,-82.76507568359375,-85.71961212158203,2.9545364379882812,2.9545364379882812,98.48589324951172,99.3782958984375,-0.8924026489257812,0.8924026489257812,56.07675552368164,57.249786376953125,-1.1730308532714844,1.1730308532714844,-1.3886299133300781,-1.102698802947998,-0.2859311103820801,0.2859311103820801,8.789070129394531,11.156318664550781,-2.36724853515625,2.36724853515625
27,19602,36,25580,39179.5703125,11955.5986328125,3.2770897983284994,9.874917984008789,8.031599998474121,1.843317985534668,3.027996301651001,-0.16383838653564453,0.16808700561523438,-0.3319253921508789,0.3319253921508789,-80.5919189453125,-82.27391052246094,1.6819915771484375,1.6819915771484375,96.29554748535156,97.00885009765625,-0.7133026123046875,0.7133026123046875,57.37915802001953,58.30016326904297,-0.9210052490234375,0.9210052490234375,-1.0933899879455566,-0.3924069404602051,-0.7009830474853516,0.7009830474853516,16.23636245727539,18.168315887451172,-1.9319534301757812,1.9319534301757812
28,20302,5,3875,42540.1953125,11715.595703125,3.631074030759946,10.730744361877441,10.204081535339355,0.5266628265380859,3.59861421585083,1.305130958557129,0.8393054008483887,0.46582555770874023,0.46582555770874023,-75.31874084472656,-81.14937591552734,5.830635070800781,5.830635070800781,95.76692199707031,98.38457489013672,-2.6176528930664062,2.6176528930664062,55.30270004272461,57.119789123535156,-1.8170890808105469,1.8170890808105469,-0.11547994613647461,-0.040570735931396484,-0.07490921020507812,0.07490921020507812,18.182125091552734,19.14809799194336,-0.965972900390625,0.965972900390625
29,21114,6,4939,21110.923828125,11960.6376953125,1.7650333005570926,14.088215827941895,14.022382736206055,0.0658330917358398,2.080116033554077,0.7891421318054199,0.18916034698486328,0.5999817848205566,0.5999817848205566,-78.13893127441406,-82.31521606445312,4.1762847900390625,4.1762847900390625,95.13264465332031,96.84605407714844,-1.713409423828125,1.713409423828125,57.54961395263672,59.45149230957031,-1.9018783569335938,1.9018783569335938,1.2886619567871094,0.6983039379119873,0.5903580188751221,0.5903580188751221,18.21364402770996,17.61426544189453,0.5993785858154297,0.5993785858154297
30,21909,5,3874,29821.921875,11729.0400390625,2.5425714104207,10.072416305541992,8.68992805480957,1.382488250732422,3.4668831825256348,2.6100106239318848,1.8781976699829102,0.7318129539489746,0.7318129539489746,-77.92272186279297,-83.95643615722656,6.033714294433594,6.033714294433594,94.31858825683594,97.49604797363281,-3.177459716796875,3.177459716796875,56.52820587158203,58.69602966308594,-2.1678237915039062,2.1678237915039062,-0.408541202545166,-1.0502781867980957,0.6417369842529297,0.6417369842529297,12.259698867797852,13.601003646850586,-1.3413047790527344,1.3413047790527344
31,22800,37,26268,29679.2265625,8517.9970703125,3.484296404132381,9.940750122070312,10.401579856872559,0.4608297348022461,0.0293956734240055,0.33293581008911133,0.14261865615844727,0.19031715393066406,0.19031715393066406,-82.52179718017578,-83.33612060546875,0.8143234252929688,0.8143234252929688,96.89091491699219,97.30828094482422,-0.41736602783203125,0.41736602783203125,58.471343994140625,59.50148010253906,-1.0301361083984375,1.0301361083984375,-0.021491050720214844,-0.4872136116027832,0.46572256088256836,0.46572256088256836,15.685750961303711,17.587678909301758,-1.9019279479980469,1.9019279479980469
32,23320,5,3874,31017.833984375,11729.0400390625,2.644533046274284,10.664911270141602,8.68992805480957,1.9749832153320312,3.460186719894409,1.263899803161621,0.5309958457946777,0.7329039573669434,0.7329039573669434,-75.49669647216797,-81.72752380371094,6.230827331542969,6.230827331542969,95.7327880859375,98.53604888916016,-2.8032608032226562,2.8032608032226562,56.155494689941406,58.304412841796875,-2.1489181518554688,2.1489181518554688,-1.183237075805664,-2.1531896591186523,0.9699525833129883,0.9699525833129883,18.548381805419922,18.88499641418457,-0.33661460876464844,0.33661460876464844
33,23962,44,31540,21970.9375,10294.6416015625,2.1342110148511915,5.990783214569092,7.373271942138672,1.38248872756958,1.850684404373169,0.16665267944335938,0.870882511138916,-0.7042298316955566,0.7042298316955566,-81.58624267578125,-81.62274932861328,0.03650665283203125,0.03650665283203125,97.79653930664062,98.19461059570312,-0.3980712890625,0.3980712890625,56.914588928222656,56.48920822143555,0.4253807067871094,0.4253807067871094,0.6289632320404053,0.9333271980285645,-0.3043639659881592,0.3043639659881592,26.15210723876953,26.96382713317871,-0.8117198944091797,0.8117198944091797
34,24627,4,3747,31545.6328125,11695.5126953125,2.697242406922727,10.730744361877441,12.047399520874023,1.316655158996582,5.006476879119873,1.4133167266845703,1.2177939414978027,0.19552278518676758,0.19552278518676758,-75.41876983642578,-80.52816009521484,5.1093902587890625,5.1093902587890625,95.90723419189453,98.31893920898438,-2.4117050170898438,2.4117050170898438,54.346923828125,56.31010437011719,-1.9631805419921875,1.9631805419921875,0.23906683921813965,-0.1819462776184082,0.42101311683654785,0.42101311683654785,14.857234954833984,15.911989212036133,-1.0547542572021484,1.0547542572021484
35,25214,5,3873,51328.27734375,11747.0810546875,4.3694494917329445,7.4391045570373535,8.031599998474121,0.5924954414367676,3.98228120803833,1.60298490524292,1.2577109336853027,0.3452739715576172,0.3452739715576172,-74.04326629638672,-80.92146301269531,6.878196716308594,6.878196716308594,92.96633911132812,96.72235107421875,-3.756011962890625,3.756011962890625,58.698890686035156,60.145450592041016,-1.4465599060058594,1.4465599060058594,-0.7746658325195312,-0.9218840599060059,0.1472182273864746,0.1472182273864746,14.517147064208984,16.006969451904297,-1.4898223876953125,1.4898223876953125
36,25971,5,4276,23285.650390625,9082.1044921875,2.563904699693282,11.520737648010254,13.298222541809082,1.777484893798828,2.2464170455932617,1.567887306213379,1.3220858573913574,0.24580144882202148,0.24580144882202148,-79.13243103027344,-81.85198974609375,2.7195587158203125,2.7195587158203125,95.80177307128906,97.27033996582031,-1.46856689453125,1.46856689453125,55.69241714477539,56.5892219543457,-0.8968048095703125,0.8968048095703125,-0.0883479118347168,-0.80609130859375,0.7177433967590332,0.7177433967590332,11.710378646850586,11.708602905273438,0.0017757415771484375,0.0017757415771484375
37,26637,5,4249,25693.41796875,11316.7880859375,2.270380762954926,13.034891128540039,13.298222541809082,0.2633314132690429,0.8632588386535645,1.5774035453796387,0.8696498870849609,0.7077536582946777,0.7077536582946777,-75.2537612915039,-81.5574722290039,6.3037109375,6.3037109375,94.16492462158203,97.34944152832031,-3.1845169067382812,3.1845169067382812,58.24171829223633,60.20121383666992,-1.9594955444335938,1.9594955444335938,1.2343568801879883,0.033648014068603516,1.2007088661193848,1.2007088661193848,25.89466667175293,25.70628547668457,0.18838119506835938,0.18838119506835938
38,27161,47,33097,50863.8671875,12066.72265625,4.215218053524657,6.714943885803223,5.990783214569092,0.7241606712341309,3.962136030197144,1.067309856414795,0.5342192649841309,0.5330905914306641,0.5330905914306641,-80.20822143554688,-84.31234741210938,4.1041259765625,4.1041259765625,96.52124786376953,98.48706817626953,-1.9658203125,1.9658203125,59.22760772705078,60.54812240600586,-1.3205146789550781,1.3205146789550781,-0.5961790084838867,-0.29363155364990234,-0.3025474548339844,0.3025474548339844,18.81485939025879,20.98799705505371,-2.173137664794922,2.173137664794922
39,27679,47,33099,41621.2734375,11456.75390625,3.6329028080802503,9.414088249206543,7.7024359703063965,1.7116522789001465,5.0499138832092285,0.3818478584289551,0.4114570617675781,-0.029609203338623047,0.029609203338623047,-80.29497528076172,-85.41580200195312,5.120826721191406,5.120826721191406,97.60873413085938,99.61924743652344,-2.0105133056640625,2.0105133056640625,57.09082794189453,58.71132278442383,-1.6204948425292969,1.6204948425292969,-1.9921584129333496,-1.0857067108154297,-0.9064517021179199,0.9064517021179199,17.19619369506836,18.75705909729004,-1.5608654022216797,1.5608654022216797
40,28355,47,33097,44589.6875,12066.72265625,3.695260823526479,5.5957865715026855,5.990783214569092,0.3949966430664062,5.351606845855713,1.0813002586364746,2.189913749694824,-1.1086134910583496,1.1086134910583496,-70.30534362792969,-77.83767700195312,7.5323333740234375,7.5323333740234375,91.34176635742188,96.3750991821289,-5.033332824707031,5.033332824707031,57.305633544921875,57.42719650268555,-0.12156295776367188,0.12156295776367188,-1.6513843536376953,0.6100962162017822,-2.2614805698394775,2.2614805698394775,19.320375442504883,21.770397186279297,-2.450021743774414,2.450021743774414
41,29141,47,33098,37724.5703125,11650.23828125,3.238094312046327,8.229098320007324,6.451612949371338,1.7774853706359863,4.606880187988281,0.31136512756347656,0.5218982696533203,-0.21053314208984375,0.21053314208984375,-75.54183197021484,-80.91773223876953,5.3759002685546875,5.3759002685546875,95.4775390625,98.4068832397461,-2.9293441772460938,2.9293441772460938,58.42354965209961,58.67255401611328,-0.24900436401367188,0.24900436401367188,-0.1514744758605957,0.8731403350830078,-1.0246148109436035,1.0246148109436035,18.046113967895508,21.18605613708496,-3.139942169189453,3.139942169189453
42,29948,47,33100,27204.18359375,11452.287109375,2.3754367432405954,10.664911270141602,9.677419662475586,0.9874916076660156,2.682672500610352,0.26078367233276367,0.4944005012512207,-0.23361682891845703,0.23361682891845703,-79.87350463867188,-82.16915893554688,2.295654296875,2.295654296875,98.19703674316406,99.30014038085938,-1.1031036376953125,1.1031036376953125,58.375240325927734,59.178977966308594,-0.8037376403808594,0.8037376403808594,-0.4901723861694336,-0.7546896934509277,0.26451730728149414,0.26451730728149414,16.1192626953125,17.65992546081543,-1.5406627655029297,1.5406627655029297
43,30583,44,31540,44446.5625,10294.6416015625,4.317446320156885,5.92495059967041,7.373271942138672,1.4483213424682615,4.596113681793213,0.5908899307250977,0.8612699508666992,-0.27038002014160156,0.27038002014160156,-74.50215148925781,-78.96734619140625,4.4651947021484375,4.4651947021484375,95.72740173339844,97.90325164794922,-2.1758499145507812,2.1758499145507812,56.97425842285156,59.26076126098633,-2.2865028381347656,2.2865028381347656,-1.559248924255371,-0.6698265075683594,-0.8894224166870117,0.8894224166870117,12.640464782714844,12.051122665405273,0.5893421173095703,0.5893421173095703
44,31334,33,23923,30691.76171875,11133.9248046875,2.756598617032912,10.928242683410645,12.837392807006836,1.9091501235961916,2.6078059673309326,2.799537181854248,2.5091099739074707,0.29042720794677734,0.29042720794677734,-78.3990707397461,-81.66981506347656,3.2707443237304688,3.2707443237304688,96.05538940429688,97.65047454833984,-1.5950851440429688,1.5950851440429688,56.532596588134766,57.77411651611328,-1.2415199279785156,1.2415199279785156,2.2064950466156006,1.6892189979553223,0.5172760486602783,0.5172760486602783,24.377901077270508,25.87570571899414,-1.4978046417236328,1.4978046417236328
45,32021,47,33097,44002.45703125,12066.72265625,3.646595540874454,7.8999342918396,5.990783214569092,1.909151077270508,3.4551360607147217,0.8434653282165527,0.08101415634155273,0.762451171875,0.762451171875,-80.60409545898438,-84.22857666015625,3.624481201171875,3.624481201171875,96.54338836669922,98.12992095947266,-1.5865325927734375,1.5865325927734375,55.6406135559082,57.67782974243164,-2.0372161865234375,2.0372161865234375,-0.698267936706543,-1.0413622856140137,0.3430943489074707,0.3430943489074707,14.052724838256836,16.12615394592285,-2.0734291076660156,2.0734291076660156
46,32800,47,33097,42871.77734375,12066.72265625,3.5528932391219263,5.727452278137207,5.990783214569092,0.2633309364318847,4.981607913970947,1.2304964065551758,1.3278675079345703,-0.09737110137939453,0.09737110137939453,-71.43489074707031,-80.36707305908203,8.932182312011719,8.932182312011719,91.03604888916016,96.86537170410156,-5.829322814941406,5.829322814941406,59.30253601074219,60.088035583496094,-0.7854995727539062,0.7854995727539062,0.33524417877197266,0.5975246429443359,-0.2622804641723633,0.2622804641723633,14.313119888305664,17.101503372192383,-2.7883834838867188,2.7883834838867188
