time_s,unix_time,gripper_command,gripper_position,position_error,present_current_raw,abs_current_raw,present_load_raw,abs_load_raw,present_voltage_raw
5.672680323999884,1788435512.6484025,7.7589111328125,10.225846925972396,-2.4669357931598963,0.0,0.0,0.0,0.0,118.0
5.793058036999355,1788435512.7667074,7.638652801513672,8.406524466750314,-0.7678716652366422,0.0,0.0,44.0,44.0,117.0
5.916279921999376,1788435512.8891954,7.495452880859375,7.779171894604768,-0.2837190137453929,0.0,0.0,24.0,24.0,118.0
6.03445993799869,1788435513.0079894,7.515346527099609,7.65370138017566,-0.13835485307605033,1.0,1.0,20.0,20.0,118.0
6.1690617029998975,1788435513.1424131,7.452354431152344,7.590966122961104,-0.13861169180876054,0.0,0.0,24.0,24.0,117.0
6.30165213699911,1788435513.2743726,7.4380035400390625,7.528230865746549,-0.09022732570748637,0.0,0.0,20.0,20.0,117.0
6.4037806489996,1788435513.3766193,7.425144195556641,7.528230865746549,-0.10308667018990825,0.0,0.0,24.0,24.0,118.0
6.534792173999449,1788435513.5075843,7.376045227050781,7.528230865746549,-0.15218563869576762,0.0,0.0,24.0,24.0,118.0
6.6348219309984415,1788435513.607611,7.377910614013672,7.528230865746549,-0.150320251732877,0.0,0.0,20.0,20.0,118.0
6.736738292000155,1788435513.709685,7.366115570068359,7.528230865746549,-0.1621152956781895,1.0,1.0,24.0,24.0,117.0
6.836760073998448,1788435513.8095856,7.457698822021484,7.528230865746549,-0.0705320437250645,0.0,0.0,20.0,20.0,118.0
6.937659041999723,1788435513.9104056,7.935375213623047,7.528230865746549,0.407144347876498,1.0,1.0,1064.0,1064.0,118.0
7.070639361998474,1788435514.0433972,19.479337692260742,9.473023839397742,10.006313852863,7.0,7.0,1304.0,1304.0,117.0
7.171185623999918,1788435514.1466088,36.717742919921875,17.00125470514429,19.716488214777584,5.0,5.0,1508.0,1508.0,117.0
7.271918485999777,1788435514.24474,59.0917854309082,27.289836888331244,31.80194854257696,6.0,6.0,1524.0,1524.0,117.0
7.372106817998429,1788435514.3464038,83.86751556396484,37.7038895859473,46.16362597801754,7.0,7.0,1524.0,1524.0,117.0
7.4754229729987856,1788435514.4482994,92.26309204101562,48.55708908406525,43.70600295695038,7.0,7.0,1524.0,1524.0,117.0
7.604648739999902,1788435514.579002,95.60647583007812,62.2961104140527,33.31036541602543,6.0,6.0,1524.0,1524.0,117.0
7.705643599998439,1788435514.6813166,95.7293930053711,72.83563362609786,22.893759379273234,7.0,7.0,1524.0,1524.0,117.0
7.839140389000022,1788435514.8141382,95.52273559570312,86.70012547051444,8.822610125188689,0.0,0.0,1448.0,1448.0,118.0
7.972785877000206,1788435514.9457462,95.072998046875,93.53826850690088,1.5347295399741228,0.0,0.0,1092.0,1092.0,118.0
8.074652152999988,1788435515.0474167,94.67617797851562,94.3538268506901,0.32235112782552733,0.0,0.0,1052.0,1052.0,118.0
8.174653199999739,1788435515.147287,94.28121948242188,94.4792973651192,-0.1980778826973193,0.0,0.0,36.0,36.0,118.0
8.30948930500017,1788435515.2831056,94.06388854980469,94.3538268506901,-0.28993830088541017,0.0,0.0,36.0,36.0,118.0
8.440889510999114,1788435515.4173093,93.56800842285156,94.22835633626097,-0.6603479134094101,0.0,0.0,44.0,44.0,118.0
8.541639421999207,1788435515.515017,93.56546020507812,93.85194479297365,-0.28648458789552933,0.0,0.0,24.0,24.0,117.0
8.674059379000028,1788435515.6474607,93.26812744140625,93.47553324968632,-0.20740580828007182,0.0,0.0,1056.0,1056.0,117.0
8.774778276998404,1788435515.7480633,93.22749328613281,93.28732747804266,-0.05983419190984307,0.0,0.0,1044.0,1044.0,116.0
8.875172700998519,1788435515.848181,93.23736572265625,93.28732747804266,-0.04996175538640557,0.0,0.0,0.0,0.0,116.0
8.975550453998949,1788435515.948363,93.43250274658203,93.28732747804266,0.14517526853937568,0.0,0.0,0.0,0.0,117.0
9.12434430599933,1788435516.097147,93.80101013183594,93.28732747804266,0.5136826537932819,1.0,1.0,1044.0,1044.0,118.0
9.238077965999764,1788435516.2109075,93.59953308105469,93.28732747804266,0.31220560301203193,0.0,0.0,1052.0,1052.0,117.0
9.341908867998427,1788435516.31475,93.57049560546875,93.35006273525721,0.220432870211539,1.0,1.0,1060.0,1060.0,117.0
9.442491273999622,1788435516.4153755,93.49473571777344,93.35006273525721,0.1446729825162265,0.0,0.0,20.0,20.0,117.0
9.5724072539997,1788435516.5453122,93.37266540527344,93.35006273525721,0.02260267001622651,0.0,0.0,0.0,0.0,117.0
9.674577973999476,1788435516.6473713,93.56597900390625,93.35006273525721,0.215916268649039,0.0,0.0,20.0,20.0,117.0
9.775914211999407,1788435516.7488103,93.58938598632812,93.35006273525721,0.239323251070914,0.0,0.0,1048.0,1048.0,117.0
9.876078667999536,1788435516.8487892,93.78569030761719,93.35006273525721,0.4356275723599765,0.0,0.0,1048.0,1048.0,117.0
10.009355987998788,1788435516.9822304,93.82345581054688,93.53826850690088,0.28518730364599776,0.0,0.0,1064.0,1064.0,117.0
10.110956628999702,1788435517.0836618,94.1142578125,93.72647427854454,0.3877835339554565,1.0,1.0,1072.0,1072.0,117.0
10.243298812998546,1788435517.2161672,94.16136169433594,93.97741530740275,0.18394638693318655,0.0,0.0,1044.0,1044.0,117.0
10.343514055999549,1788435517.3165867,94.22040557861328,93.97741530740275,0.2429902712105303,0.0,0.0,1044.0,1044.0,117.0
10.443663037998704,1788435517.4170678,94.28907775878906,94.04015056461732,0.24892719417174192,0.0,0.0,0.0,0.0,118.0
10.576999539998724,1788435517.54978,94.09806823730469,94.04015056461732,0.05791767268736692,1.0,1.0,1052.0,1052.0,117.0
10.67797985099969,1788435517.6530511,94.16053771972656,94.04015056461732,0.12038715510924192,0.0,0.0,0.0,0.0,118.0
10.778667627999312,1788435517.751918,94.06781005859375,94.04015056461732,0.027659493976429417,0.0,0.0,1048.0,1048.0,117.0
10.911703498999486,1788435517.884368,93.8984375,94.04015056461732,-0.14171306461732058,0.0,0.0,32.0,32.0,118.0
11.012092802999177,1788435517.9850543,93.59463500976562,94.04015056461732,-0.4455155548516956,1.0,1.0,56.0,56.0,118.0
11.146655707998434,1788435518.119294,93.47659301757812,93.72647427854454,-0.2498812609664185,0.0,0.0,40.0,40.0,117.0
11.278948584998943,1788435518.251742,93.21012115478516,93.47553324968632,-0.2654120949011656,0.0,0.0,24.0,24.0,117.0
11.382030297998426,1788435518.3571386,93.26522827148438,93.35006273525721,-0.08483446377283599,1.0,1.0,40.0,40.0,117.0
11.48273478199917,1788435518.4556096,93.61492156982422,93.16185696361356,0.4530646062106598,0.0,0.0,0.0,0.0,117.0
11.613432106998516,1788435518.5862417,92.8875961303711,92.91091593475534,-0.023319804384243525,0.0,0.0,0.0,0.0,118.0
11.71467306500017,1788435518.6873686,92.78730773925781,92.91091593475534,-0.12360819549752478,1.0,1.0,28.0,28.0,117.0
11.818707177999386,1788435518.7914445,92.89697265625,92.91091593475534,-0.013943278505337275,0.0,0.0,1048.0,1048.0,118.0
11.947637513998416,1788435518.9208264,92.92854309082031,92.91091593475534,0.017627156064975225,0.0,0.0,0.0,0.0,118.0
12.047673586999736,1788435519.0209572,92.90074157714844,92.91091593475534,-0.010174357606899775,0.0,0.0,0.0,0.0,118.0
12.148659686999963,1788435519.1212983,93.00958251953125,92.91091593475534,0.09866658477591272,0.0,0.0,1056.0,1056.0,117.0
12.281396888000017,1788435519.254205,93.23409271240234,92.91091593475534,0.3231767776470065,0.0,0.0,1060.0,1060.0,118.0
12.382768949999445,1788435519.3569705,93.37684631347656,92.91091593475534,0.4659303787212252,0.0,0.0,1068.0,1068.0,118.0
12.498914739999236,1788435519.4717276,91.92544555664062,93.2245922208281,-1.2991466641874752,0.0,0.0,1044.0,1044.0,118.0
12.614582284999415,1788435519.5901449,92.26844787597656,92.534504391468,-0.26605651549144227,1.0,1.0,40.0,40.0,118.0
12.715287821998572,1788435519.6880634,92.57344818115234,92.4090338770389,0.16441430411344982,0.0,0.0,1044.0,1044.0,117.0
12.828668184998605,1788435519.801353,92.84423828125,92.4090338770389,0.43520440421110607,0.0,0.0,1048.0,1048.0,118.0
12.948577829998612,1788435519.9213998,93.25177764892578,92.59723964868256,0.6545380002432211,0.0,0.0,1068.0,1068.0,117.0
13.051435278999634,1788435520.0270326,93.4404296875,93.099121706399,0.34130798110099647,0.0,0.0,1052.0,1052.0,117.0
13.185134657998788,1788435520.1579401,93.82966613769531,93.41279799247178,0.4168681452235319,1.0,1.0,1048.0,1048.0,118.0
13.285157446000085,1788435520.2579088,93.7474365234375,93.53826850690088,0.20916801653662276,1.0,1.0,1068.0,1068.0,117.0
13.419256809998842,1788435520.3930619,84.67060852050781,93.60100376411543,-8.93039524360762,5.0,5.0,152.0,152.0,117.0
13.55360933999873,1788435520.526736,61.01625061035156,84.8180677540778,-23.80181714372624,7.0,7.0,500.0,500.0,117.0
13.687038366999332,1788435520.6598244,38.36648178100586,70.51442910915935,-32.14794732815349,7.0,7.0,500.0,500.0,117.0
13.787864975998673,1788435520.761191,17.718355178833008,60.10037641154329,-42.38202123271028,7.0,7.0,500.0,500.0,117.0
13.888594260999525,1788435520.8614955,8.545494079589844,49.43538268506901,-40.889888605479165,8.0,8.0,500.0,500.0,117.0
13.989473907999127,1788435520.962409,5.025543212890625,38.833124215809285,-33.80758100291866,5.0,5.0,500.0,500.0,117.0
14.12158263999845,1788435521.0944605,1.0590171813964844,25.156838143036385,-24.0978209616399,6.0,6.0,500.0,500.0,117.0
14.222745416998805,1788435521.1957815,1.224578857421875,14.617314930991219,-13.392736073569344,7.0,7.0,500.0,500.0,117.0
14.323520166999515,1788435521.2963362,1.2789268493652344,5.646173149309912,-4.367246299944678,0.0,0.0,184.0,184.0,118.0
14.456942311999228,1788435521.4296753,1.8417549133300781,2.697616060225847,-0.8558611468957689,1.0,1.0,60.0,60.0,118.0
14.591649971998777,1788435521.5643697,2.3868255615234375,2.4466750313676284,-0.05984946984419093,0.0,0.0,28.0,28.0,117.0
14.725649541000166,1788435521.6982841,2.8858680725097656,2.5094102885821834,0.3764577839275822,1.0,1.0,1060.0,1060.0,117.0
14.825792509000166,1788435521.7986062,3.109394073486328,2.823086574654956,0.2863074988313721,1.0,1.0,1052.0,1052.0,117.0
14.927746204999494,1788435521.9006581,3.305286407470703,2.9485570890840656,0.3567293183866376,0.0,0.0,1048.0,1048.0,117.0
15.059683380999559,1788435522.0325177,3.557231903076172,3.262233375156838,0.2949985279193337,0.0,0.0,1044.0,1044.0,117.0
15.193008869999176,1788435522.1658003,4.064075469970703,3.5759096612296113,0.48816580874109183,0.0,0.0,1060.0,1060.0,116.0
15.326594045000093,1788435522.3020568,3.747783660888672,4.1405269761606025,-0.3927433152719306,0.0,0.0,28.0,28.0,117.0
15.458899719998954,1788435522.4330509,3.7128448486328125,4.1405269761606025,-0.42768212752779,0.0,0.0,28.0,28.0,116.0
15.559509838998565,1788435522.5330634,3.415863037109375,3.889585947302384,-0.47372291019300894,0.0,0.0,32.0,32.0,117.0
15.662451462998433,1788435522.6353056,2.937000274658203,3.5131744040150563,-0.5761741293568532,1.0,1.0,36.0,36.0,117.0
15.793264602998534,1788435522.766214,2.8949012756347656,3.1994981179422837,-0.30459684230751805,1.0,1.0,36.0,36.0,118.0
15.897725659999196,1788435522.8736794,6.47930908203125,3.1994981179422837,3.2798109640889663,0.0,0.0,1060.0,1060.0,117.0
16.02386038199984,1788435522.9967575,6.331409454345703,5.395232120451694,0.9361773338940091,0.0,0.0,1064.0,1064.0,117.0
16.125783740999395,1788435523.098789,6.269313812255859,5.897114178168131,0.37219963408772827,0.0,0.0,24.0,24.0,118.0
16.257936898999105,1788435523.2307618,6.182880401611328,6.022584692597239,0.16029570901408885,0.0,0.0,1056.0,1056.0,118.0
16.35931247499866,1788435523.3321385,5.965847015380859,6.022584692597239,-0.0567376772163799,0.0,0.0,0.0,0.0,118.0
16.459453735998977,1788435523.432593,5.973579406738281,6.022584692597239,-0.049005285858958025,0.0,0.0,24.0,24.0,118.0
16.59487042099863,1788435523.5678816,5.857601165771484,6.022584692597239,-0.1649835268257549,0.0,0.0,28.0,28.0,118.0
16.727696703999754,1788435523.7010622,5.6631317138671875,5.771643663739021,-0.10851194987183366,0.0,0.0,24.0,24.0,118.0
16.86118742399958,1788435523.835324,5.366268157958984,5.708908406524467,-0.34264024856548225,1.0,1.0,40.0,40.0,118.0
16.972536063000007,1788435523.945358,5.256565093994141,5.583437892095358,-0.32687279810121694,0.0,0.0,28.0,28.0,118.0
17.093666826000117,1788435524.0673888,4.780185699462891,5.3324968632371395,-0.5523111637742488,0.0,0.0,32.0,32.0,117.0
17.198888041999453,1788435524.1717079,4.711521148681641,5.20702634880803,-0.49550520012638977,0.0,0.0,48.0,48.0,118.0
17.330194752999887,1788435524.303241,4.0338592529296875,4.391468005018821,-0.3576087520891331,0.0,0.0,1048.0,1048.0,117.0
17.4614501549986,1788435524.4348133,10.297042846679688,4.265997490589712,6.031045356089976,4.0,4.0,1136.0,1136.0,117.0
17.56290814299973,1788435524.5356774,21.807910919189453,8.531994981179423,13.27591593801003,14.0,14.0,1524.0,1524.0,117.0
17.664884025998617,1788435524.6377366,46.03655242919922,18.88331242158093,27.15324000761829,6.0,6.0,1524.0,1524.0,117.0
17.799669328000164,1788435524.772415,76.94718933105469,32.936010037641154,44.011179293413534,6.0,6.0,1524.0,1524.0,117.0
17.933658500998717,1788435524.9066153,85.81824493408203,46.988707653701375,38.829537280380656,4.0,4.0,1524.0,1524.0,117.0
18.06488866699874,1788435525.0386302,87.32093811035156,60.978670012547056,26.342268097804507,8.0,8.0,1524.0,1524.0,117.0
18.165580524999314,1788435525.1400821,87.940185546875,71.45545796737767,16.48472757949733,7.0,7.0,1524.0,1524.0,117.0
18.265640861000065,1788435525.2388828,87.39707946777344,81.36762860727728,6.029450860496155,0.0,0.0,1308.0,1308.0,118.0
18.398679396999796,1788435525.3714921,87.75520324707031,86.3237139272271,1.4314893198432088,0.0,0.0,1092.0,1092.0,118.0
18.50365752899961,1788435525.4764621,88.33374786376953,87.26474278544542,1.0690050783241105,0.0,0.0,1068.0,1068.0,118.0
31.185208856999452,1788435538.1580765,99.58153533935547,88.08030112923463,11.501234210120842,0.0,0.0,1052.0,1052.0,118.0
31.304562589999477,1788435538.2798963,99.265625,92.4090338770389,6.856591122961106,0.0,0.0,1408.0,1408.0,117.0
31.404766298999675,1788435538.377544,98.1993408203125,96.98870765370138,1.2106331666111174,3.0,3.0,1112.0,1112.0,117.0
31.507342803999563,1788435538.480324,97.56111145019531,96.98870765370138,0.5724037964939299,1.0,1.0,1068.0,1068.0,118.0
31.639098091998676,1788435538.6118786,97.19876098632812,96.98870765370138,0.21005333262674242,0.0,0.0,0.0,0.0,118.0
31.74088186699919,1788435538.7137258,97.04467010498047,96.98870765370138,0.05596245127908617,0.0,0.0,1044.0,1044.0,118.0
31.87067303799995,1788435538.843436,97.17720031738281,96.98870765370138,0.18849266368142992,0.0,0.0,1056.0,1056.0,117.0
32.00669561799987,1788435538.9794264,97.5003662109375,96.98870765370138,0.5116585572361174,1.0,1.0,1076.0,1076.0,117.0
32.13702747499883,1788435539.109764,98.16911315917969,96.98870765370138,1.180405505478305,3.0,3.0,1104.0,1104.0,116.0
32.23793545499939,1788435539.2131734,97.63888549804688,96.98870765370138,0.6501778443454924,1.0,1.0,1072.0,1072.0,116.0
32.33930718699958,1788435539.3120809,97.28083801269531,96.98870765370138,0.2921303589939299,0.0,0.0,1052.0,1052.0,117.0
32.439558180998574,1788435539.4125872,97.18630981445312,96.92597239648683,0.26033741796629783,0.0,0.0,24.0,24.0,117.0
32.57442022599935,1788435539.547362,96.85334014892578,96.73776662484316,0.11557352408262034,0.0,0.0,1044.0,1044.0,117.0
32.674916654999834,1788435539.6477141,96.72518920898438,96.6750313676286,0.050157841355769506,0.0,0.0,28.0,28.0,117.0
32.80583946899969,1788435539.7789047,96.63467407226562,96.6750313676286,-0.040357295362980494,0.0,0.0,24.0,24.0,117.0
32.90768788999958,1788435539.8820279,96.59732818603516,96.61229611041405,-0.014967924378893827,0.0,0.0,20.0,20.0,117.0
33.03809275099957,1788435540.0109115,96.50263977050781,96.61229611041405,-0.10965633990623758,0.0,0.0,0.0,0.0,118.0
33.139351010999235,1788435540.1128979,96.37201690673828,96.61229611041405,-0.24027920367576883,0.0,0.0,28.0,28.0,117.0
33.24109519599915,1788435540.2150815,96.55445098876953,96.48682559598495,0.0676253927845778,0.0,0.0,0.0,0.0,117.0
33.37533471499955,1788435540.3481505,96.56436920166016,96.48682559598495,0.0775436056752028,0.0,0.0,1044.0,1044.0,117.0
33.47684009399927,1788435540.4498153,96.49073791503906,96.48682559598495,0.003912319054109048,0.0,0.0,20.0,20.0,118.0
33.57982750699921,1788435540.5527604,96.65707397460938,96.48682559598495,0.17024837862442155,0.0,0.0,0.0,0.0,117.0
33.70894981899983,1788435540.681877,96.5271224975586,96.48682559598495,0.0402969015736403,0.0,0.0,0.0,0.0,118.0
33.84446181000021,1788435540.8173811,96.3814926147461,96.48682559598495,-0.1053329812388597,1.0,1.0,1044.0,1044.0,118.0
33.94468192899876,1788435540.9174147,96.26776123046875,96.48682559598495,-0.21906436551620345,0.0,0.0,24.0,24.0,118.0
34.07603955899867,1788435541.0488613,96.44651794433594,96.48682559598495,-0.04030765164901595,0.0,0.0,24.0,24.0,117.0
34.1783318329999,1788435541.1510744,97.05227661132812,96.48682559598495,0.5654510153431715,1.0,1.0,1076.0,1076.0,117.0
34.31194444999892,1788435541.2847106,97.6590576171875,96.61229611041405,1.04676150677345,1.0,1.0,1080.0,1080.0,117.0
34.41221873199902,1788435541.3850632,97.92044830322266,96.80050188205772,1.11994642116494,2.0,2.0,1096.0,1096.0,117.0
34.55900790299893,1788435541.5320694,94.89677429199219,96.92597239648683,-2.0291981044946397,3.0,3.0,1100.0,1100.0,117.0
