time_s,unix_time,gripper_command,gripper_position,gripper_error,present_current_raw,present_load_raw,present_voltage_raw,on_motor_total,not_motor_total,combined_total,asymmetry,abs_current,abs_load,aligned_time_s,eflesh_smooth,current_smooth,voltage_smooth,position_smooth,eflesh_above_contact,actual_extra_closure,rigid_equivalent,estimated_deformation,squeeze
33.84799289703369,1788289443.7269704,16.061185468451242,19.27409261576971,-3.212907147318468,5,112,117,12709.228904946276,11027.32153199636,23736.550436942634,0.0708572788374616,5,112,33.844709634780884,23736.550436942634,5.0,117.0,19.27409261576971,8174.5526397350495,2.6282853566958693,4.324805137410561,-1.6965197807146914,2
33.89798641204834,1788289443.776964,13.448056086679411,18.961201501877348,-5.513145415197934,12,228,117,13071.42299437832,11490.15986176065,24561.58285613897,0.0643795288715461,12,228,33.89470314979553,24561.58285613897,12.0,117.0,18.961201501877348,8999.585058931387,2.941176470588232,4.914703317135942,-1.9735268465477098,2
33.9482901096344,1788289443.8272676,12.173358827278522,17.647058823529413,-5.473699996250891,29,316,116,14454.140190111655,13115.398334086358,27569.53852419801,0.0485587328511238,29,316,33.94500684738159,27569.53852419801,13.0,117.0,17.647058823529413,12007.540726990426,4.255319148936167,8.935,-4.679680851063834,2
33.998186349868774,1788289443.877164,11.982154238368388,16.14518147684606,-4.163027238477671,13,248,117,18034.38911706743,16814.265537758587,34848.654654826016,0.0350120712375871,13,248,33.99490308761597,34848.654654826016,16.0,117.0,16.14518147684606,19286.65685761843,5.757196495619521,8.94443064508676,-3.1872341494672387,2
34.04826617240906,1788289443.9272437,11.982154238368388,15.39424280350438,-3.412088565135992,16,216,117,19817.02612399667,18600.53568579176,38417.56180978843,0.0316649568816458,16,216,34.04498291015625,38417.56180978843,23.0,117.0,15.39424280350438,22855.564012580842,6.5081351689612,8.946,-2.4378648310388,2
34.09823155403137,1788289443.977209,11.982154238368388,15.206508135168962,-3.224353896800574,24,216,117,20776.736573058857,19600.01637993158,40376.75295299044,0.0291435072675927,24,216,34.094948291778564,40376.75295299044,20.0,117.0,15.206508135168962,24814.755155782856,6.695869837296618,8.946,-2.250130162703382,2
34.148253202438354,1788289444.0272307,11.982154238368388,15.081351689612015,-3.099197451243628,23,208,117,21126.061779744272,19933.28567248229,41059.34745222656,0.0290500502632147,23,208,34.14496994018555,41059.34745222656,20.0,117.0,15.081351689612015,25497.349655018974,6.821026282853564,9.73529390251511,-2.914267619661546,2
34.19910907745361,1788289444.0780866,11.982154238368388,15.081351689612015,-3.099197451243628,20,212,117,21254.795677177688,20023.9088202328,41278.70449741049,0.0298189313819697,20,212,34.195825815200806,41278.70449741049,20.0,117.0,15.081351689612015,25716.7067002029,6.821026282853564,10.083413533222002,-3.2623872503684375,2
34.248982191085815,1788289444.1279595,11.918419375398342,15.081351689612015,-3.1629323142136734,20,212,116,21316.439853257667,20085.564356548617,41402.00420980629,0.0297298529431459,20,212,34.24569869041443,41402.00420980629,20.0,116.0,15.081351689612015,25840.006412598705,6.821026282853564,10.279090176794144,-3.4580638939405794,2
34.29857039451599,1788289444.177548,11.59974506054812,15.018773466833544,-3.419028406285424,19,212,116,21373.64178735719,20143.3221441442,41516.963931501385,0.0296341429311376,19,212,34.295287132263184,41516.963931501385,20.0,116.0,15.018773466833544,25954.966134293798,6.883604505632036,10.461531255124257,-3.577926749492221,2
