time_s,unix_time,on_motor_sensor_time,not_motor_sensor_time,on_motor_raw_m0_bx,on_motor_raw_m0_by,on_motor_raw_m0_bz,on_motor_raw_m1_bx,on_motor_raw_m1_by,on_motor_raw_m1_bz,on_motor_raw_m2_bx,on_motor_raw_m2_by,on_motor_raw_m2_bz,on_motor_raw_m3_bx,on_motor_raw_m3_by,on_motor_raw_m3_bz,on_motor_raw_m4_bx,on_motor_raw_m4_by,on_motor_raw_m4_bz,not_motor_raw_m0_bx,not_motor_raw_m0_by,not_motor_raw_m0_bz,not_motor_raw_m1_bx,not_motor_raw_m1_by,not_motor_raw_m1_bz,not_motor_raw_m2_bx,not_motor_raw_m2_by,not_motor_raw_m2_bz,not_motor_raw_m3_bx,not_motor_raw_m3_by,not_motor_raw_m3_bz,not_motor_raw_m4_bx,not_motor_raw_m4_by,not_motor_raw_m4_bz,on_motor_delta_m0_bx,on_motor_delta_m0_by,on_motor_delta_m0_bz,on_motor_delta_m1_bx,on_motor_delta_m1_by,on_motor_delta_m1_bz,on_motor_delta_m2_bx,on_motor_delta_m2_by,on_motor_delta_m2_bz,on_motor_delta_m3_bx,on_motor_delta_m3_by,on_motor_delta_m3_bz,on_motor_delta_m4_bx,on_motor_delta_m4_by,on_motor_delta_m4_bz,not_motor_delta_m0_bx,not_motor_delta_m0_by,not_motor_delta_m0_bz,not_motor_delta_m1_bx,not_motor_delta_m1_by,not_motor_delta_m1_bz,not_motor_delta_m2_bx,not_motor_delta_m2_by,not_motor_delta_m2_bz,not_motor_delta_m3_bx,not_motor_delta_m3_by,not_motor_delta_m3_bz,not_motor_delta_m4_bx,not_motor_delta_m4_by,not_motor_delta_m4_bz,on_motor_mag0_strength,on_motor_mag1_strength,on_motor_mag2_strength,on_motor_mag3_strength,on_motor_mag4_strength,not_motor_mag0_strength,not_motor_mag1_strength,not_motor_mag2_strength,not_motor_mag3_strength,not_motor_mag4_strength,on_motor_total,not_motor_total,combined_total,asymmetry,gripper_state,gripper_action,timestamp,signal
0.0005918700007896,1787831246.378393,1787831246.377329,1787831246.3772774,456.0000305175781,-2704.800048828125,-197.4720001220703,-9552.0,-859.2000122070312,-2973.696044921875,1029.60009765625,9513.6005859375,2435.488037109375,-309.6000061035156,-8625.6005859375,-693.0880126953125,-10600.80078125,-302.4000244140625,352.3519897460937,204.00001525878903,-1896.0001220703125,402.68798828125,-10718.400390625,-907.2000122070312,-2021.1839599609373,540.0,10600.80078125,2524.5439453125,-302.4000244140625,-10468.80078125,112.28800201416016,-10956.0,158.40000915527344,565.31201171875,0.6720129394531114,1.8720751953123909,-0.9292797851562398,-2.8316210937500728,-2.495975341796907,1.8584667968748363,2.4000244140625,1.7281835937501455,-2.013452148437409,2.688002319335965,-0.1922656250008003,-4.2592114257812455,-2.4484765625002183,-0.3360101318359625,2.4006286621093977,0.8640042114257938,-2.5920263671876,3.252468261718775,-3.6480273437500728,2.5920263671874864,1.9360278320311863,-0.6720214843750227,-1.4875976562507276,-1.4713769531249454,2.2559936523437614,2.159648437500437,-3.871996307373053,2.4003124999999272,-3.167997131347647,3.0201672363281205,2.1954106328421488,4.207359000669513,3.57781012294538,5.040159174948544,3.4454257007154374,4.247782216527256,4.8759520050286325,2.1976145705131085,4.974529539295547,4.991905052910428,18.46616463212102,21.287783384274974,39.753948016396,0.0709770700256038,70.5882339477539,71.00064086914062,24.366666793823242,42.654159748139364
0.0212126790011097,1787831246.399012,1787831246.3978636,1787831246.3978674,456.0000305175781,-2707.2001953125,-197.4720001220703,-9547.2001953125,-854.4000244140625,-2973.696044921875,1024.800048828125,9518.400390625,2435.488037109375,-309.6000061035156,-8628.0,-689.2160034179688,-10598.400390625,-304.8000183105469,352.3519897460937,204.00001525878903,-1893.60009765625,402.68798828125,-10713.6005859375,-907.2000122070312,-2025.0560302734373,540.0,10605.6005859375,2524.5439453125,-302.4000244140625,-10468.80078125,112.28800201416016,-10956.0,160.8000030517578,565.31201171875,0.6720129394531114,-0.5280712890626091,-0.9292797851562398,1.9681835937499272,2.304012451171843,1.8584667968748363,-2.4000244140625,6.5279882812501455,-2.013452148437409,2.688002319335965,-2.5916796875008004,-0.3872021484374954,-0.0480859375002182,-2.736004028320337,2.4006286621093977,0.8640042114257938,-0.1920019531251,3.252468261718775,1.1517773437499272,2.5920263671874864,-1.9360424804688137,-0.6720214843750227,3.3122070312492724,-1.4713769531249454,2.2559936523437614,2.159648437500437,-3.871996307373053,2.4003124999999272,-0.7680032348632722,3.0201672363281205,1.2625456808467106,3.5547318983219363,7.240769140242112,3.753942670728255,3.6401989332605913,3.3707444015904424,3.4341596095625246,3.6860925695790634,4.974529539295547,3.93354028857036,19.452188323399607,19.39906640859794,38.85125473199754,0.0013673152943994,70.5882339477539,71.00064086914062,24.399999618530273,44.31232447838763
0.0412990100012393,1787831246.419099,1787831246.4172733,1787831246.4172432,456.0000305175781,-2707.2001953125,-197.4720001220703,-9552.0,-859.2000122070312,-2981.43994140625,1029.60009765625,9516.0,2443.23193359375,-314.4000244140625,-8623.2001953125,-689.2160034179688,-10598.400390625,-300.0,352.3519897460937,199.20001220703125,-1896.0001220703125,394.9440002441406,-10718.400390625,-909.6000366210938,-2021.1839599609373,537.6000366210938,10603.2001953125,2524.5439453125,-302.4000244140625,-10476.0,116.15999603271484,-10960.80078125,160.8000030517578,561.4400024414062,0.6720129394531114,-0.5280712890626091,-0.9292797851562398,-2.8316210937500728,-2.495975341796907,-5.885429687500164,2.4000244140625,4.1275976562501455,5.730444335937591,-2.11201599121091,2.2081249999992,-0.3872021484374954,-0.0480859375002182,2.064014282226537,2.4006286621093977,-3.9359988403320183,-2.5920263671876,-4.4915197753906,-3.6480273437500728,0.1920019531249863,1.9360278320311863,-3.0719848632812727,0.9118164062492724,-1.4713769531249454,2.2559936523437614,-5.039570312499563,-2.288818365059342e-06,-2.4004687500000728,-0.7680032348632722,-0.8518420410156295,1.2625456808467106,6.991870531691561,7.458898838786927,3.0799923809169854,3.166304658108812,6.510333129112178,4.134388953297862,3.526109796521068,5.521483160713934,2.660397348391596,21.959612090350998,22.35271238803664,44.31232447838763,0.0088711278930395,70.5882339477539,71.00064086914062,24.433332443237305,42.654159748139364
0.0617386110006918,1787831246.4395392,1787831246.4371526,1787831246.437261,456.0000305175781,-2707.2001953125,-197.4720001220703,-9552.0,-859.2000122070312,-2977.56787109375,1032.0,9513.6005859375,2443.23193359375,-307.20001220703125,-8623.2001953125,-689.2160034179688,-10600.80078125,-304.8000183105469,348.4800109863281,204.00001525878903,-1896.0001220703125,398.8160095214844,-10713.6005859375,-912.0000610351562,-2017.31201171875,542.4000244140625,10600.80078125,2528.416015625,-307.20001220703125,-10471.2001953125,116.15999603271484,-10958.400390625,158.40000915527344,561.4400024414062,0.6720129394531114,-0.5280712890626091,-0.9292797851562398,-2.8316210937500728,-2.495975341796907,-2.013359375000164,4.7999267578125,1.7281835937501455,5.730444335937591,5.08799621582034,2.2081249999992,-0.3872021484374954,-2.4484765625002183,-2.736004028320337,-1.4713500976562273,0.8640042114257938,-2.5920263671876,-0.61951049804685,1.1517773437499272,-2.2080224609375136,5.807976074218686,1.7280029296874773,-1.4875976562507276,2.4006933593750546,-2.5439941406249886,-0.2397656249995634,-2.288818365059342e-06,-7.812500007275958e-05,-3.167997131347647,-0.8518420410156295,1.2625456808467106,4.278035401715324,7.672281779324246,5.559986242031375,3.955455299958652,2.801588339272476,6.319378158986602,3.3109318201434843,2.5552678416304904,3.2805244539817275,22.728304403876308,18.26769061401478,40.99599501789109,0.1088060867388355,70.5882339477539,71.00064086914062,24.433332443237305,44.31232447838763
0.0816828630013333,1787831246.4594824,1787831246.4571598,1787831246.4572265,456.0000305175781,-2709.60009765625,-189.72799682617188,-9549.6005859375,-856.800048828125,-2977.56787109375,1024.800048828125,9516.0,2431.615966796875,-314.4000244140625,-8628.0,-685.343994140625,-10598.400390625,-302.4000244140625,348.4800109863281,201.6000061035156,-1893.60009765625,391.0719909667969,-10711.2001953125,-912.0000610351562,-2021.1839599609373,544.800048828125,10600.80078125,2520.671875,-307.20001220703125,-10466.400390625,116.15999603271484,-10960.80078125,165.60000610351562,565.31201171875,0.6720129394531114,-2.927973632812609,6.814723510742198,-0.4322070312500727,-0.0960119628906568,-2.013359375000164,-2.4000244140625,4.1275976562501455,-5.885522460937409,-2.11201599121091,-2.5916796875008004,3.4848071289062545,-0.0480859375002182,-0.3360101318359625,-1.4713500976562273,-1.5360049438476435,-0.1920019531251,-8.36352905273435,3.5521679687499272,-2.2080224609375136,1.9360278320311863,4.128027343749977,-1.4875976562507276,-5.343447265624945,-2.5439941406249886,4.560039062500437,-2.288818365059342e-06,-2.4004687500000728,4.03199981689454,3.0201672363281205,7.447488671565788,2.0614648160425078,7.57869079974744,4.829212759385395,1.5099954224946133,8.505574298861882,4.608846301691663,6.914187242051292,5.221672379522616,5.580383757283576,23.426852469235744,30.830663979411028,54.25751644864677,0.1364568818254478,70.5882339477539,71.00064086914062,24.46666717529297,45.62127123473759
0.1041165149999869,1787831246.4819162,1787831246.480098,1787831246.480154,456.0000305175781,-2707.2001953125,-201.343994140625,-9554.400390625,-856.800048828125,-2977.56787109375,1029.60009765625,9511.2001953125,2443.23193359375,-314.4000244140625,-8620.80078125,-689.2160034179688,-10600.80078125,-300.0,352.3519897460937,199.20001220703125,-1891.2000732421875,398.8160095214844,-10716.0,-912.0000610351562,-2025.0560302734373,540.0,10600.80078125,2524.5439453125,-297.6000061035156,-10473.6005859375,116.15999603271484,-10953.6005859375,160.8000030517578,565.31201171875,0.6720129394531114,-0.5280712890626091,-4.801273803710927,-5.232011718750073,-0.0960119628906568,-2.013359375000164,2.4000244140625,-0.6722070312498545,5.730444335937591,-2.11201599121091,4.6075390624992,-0.3872021484374954,-2.4484765625002183,2.064014282226537,2.4006286621093977,-3.9359988403320183,2.2080224609374,-0.61951049804685,-1.2476367187500728,-2.2080224609375136,-1.9360424804688137,-0.6720214843750227,-1.4875976562507276,-1.4713769531249454,7.056011962890636,-2.6401562499995634,-2.288818365059342e-06,4.799726562499927,-0.7680032348632722,3.0201672363281205,4.876750025921511,5.60685124602546,6.248997661084297,5.083301413780342,4.002275653636213,4.5553532592203325,3.190645868183719,2.1976145705131085,7.533772617014185,5.722640490098749,25.81817600044782,23.20002680503009,49.01820280547791,0.0534117745158364,70.5882339477539,71.00064086914062,24.46666717529297,44.31232447838763
0.1249435469999298,1787831246.5027432,1787831246.4999816,1787831246.5000184,458.4000244140625,-2707.2001953125,-193.6000061035156,-9547.2001953125,-861.6000366210938,-2981.43994140625,1024.800048828125,9518.400390625,2439.360107421875,-316.8000183105469,-8628.0,-689.2160034179688,-10600.80078125,-304.8000183105469,352.3519897460937,201.6000061035156,-1896.0001220703125,398.8160095214844,-10716.0,-909.6000366210938,-2021.1839599609373,537.6000366210938,10603.2001953125,2524.5439453125,-302.4000244140625,-10471.2001953125,123.90399932861328,-10956.0,163.20001220703125,565.31201171875,3.0720068359374864,-0.5280712890626091,2.942714233398448,1.9681835937499272,-4.895999755859407,-5.885429687500164,-2.4000244140625,6.5279882812501455,1.858618164062591,-4.512009887695285,-2.5916796875008004,-0.3872021484374954,-2.4484765625002183,-2.736004028320337,2.4006286621093977,-1.5360049438476435,-2.5920263671876,-0.61951049804685,-1.2476367187500728,0.1920019531249863,1.9360278320311863,-3.0719848632812727,0.9118164062492724,-1.4713769531249454,2.2559936523437614,-0.2397656249995634,7.744001007080072,2.4003124999999272,1.6320059204101651,3.0201672363281205,4.286683140357438,7.904608964053189,7.199250632393532,5.217754529778004,4.386772560030797,3.075988480620564,2.3112044259166327,3.526109796521068,8.069482419090084,4.188836778545992,28.99506982661296,21.17162190069434,50.1666917273073,0.1559490501874189,70.5882339477539,71.00064086914062,24.5,46.93021799108755
0.1457280260001425,1787831246.523528,1787831246.5230632,1787831246.5230448,458.4000244140625,-2704.800048828125,-197.4720001220703,-9547.2001953125,-856.800048828125,-2981.43994140625,1027.2000732421875,9513.6005859375,2439.360107421875,-309.6000061035156,-8628.0,-689.2160034179688,-10600.80078125,-302.4000244140625,352.3519897460937,204.00001525878903,-1896.0001220703125,402.68798828125,-10713.6005859375,-909.6000366210938,-2021.1839599609373,540.0,10598.400390625,2524.5439453125,-302.4000244140625,-10471.2001953125,120.03199768066406,-10958.400390625,165.60000610351562,565.31201171875,3.0720068359374864,1.8720751953123909,-0.9292797851562398,1.9681835937499272,-0.0960119628906568,-5.885429687500164,0.0,1.7281835937501455,1.858618164062591,2.688002319335965,-2.5916796875008004,-0.3872021484374954,-2.4484765625002183,-0.3360101318359625,2.4006286621093977,0.8640042114257938,-2.5920263671876,3.252468261718775,1.1517773437499272,0.1920019531249863,1.9360278320311863,-0.6720214843750227,-3.887988281250728,-1.4713769531249454,2.2559936523437614,-0.2397656249995634,3.8719993591308537,-7.812500007275958e-05,4.03199981689454,3.0201672363281205,3.715568927640907,6.206548764187128,2.5379282916368155,3.753942670728255,3.4454257007154374,4.247782216527256,2.260897955675758,4.21105876102339,4.487691383267851,5.037701128980456,19.65941435490854,20.24513144547471,39.90454580038325,0.0146779540731056,70.5882339477539,71.00064086914062,24.53333282470703,49.01820280547791
0.1671951780008385,1787831246.544996,1787831246.5443916,1787831246.5425572,451.2000122070313,-2704.800048828125,-193.6000061035156,-9554.400390625,-854.4000244140625,-2981.43994140625,1024.800048828125,9511.2001953125,2443.23193359375,-312.0,-8625.6005859375,-689.2160034179688,-10600.80078125,-304.8000183105469,352.3519897460937,201.6000061035156,-1891.2000732421875,398.8160095214844,-10713.6005859375,-909.6000366210938,-2021.1839599609373,542.4000244140625,10608.0,2520.671875,-302.4000244140625,-10473.6005859375,120.03199768066406,-10960.80078125,160.8000030517578,565.31201171875,-4.128005371093764,1.8720751953123909,2.942714233398448,-5.232011718750073,2.304012451171843,-5.885429687500164,-2.4000244140625,-0.6722070312498545,5.730444335937591,0.2880084228515898,-0.1922656250008003,-0.3872021484374954,-2.4484765625002183,-2.736004028320337,2.4006286621093977,-1.5360049438476435,2.2080224609374,-0.61951049804685,1.1517773437499272,0.1920019531249863,1.9360278320311863,1.7280029296874773,5.711621093749272,-5.343447265624945,2.2559936523437614,-2.6401562499995634,3.8719993591308537,-2.4004687500000728,-0.7680032348632722,3.0201672363281205,5.404133690068067,8.204919415009586,6.248997661084297,0.5194616693703403,4.386772560030797,2.7601571753649665,2.260897955675758,8.010058571826104,5.20118365575922,3.933635636898415,24.764284995563088,22.165932995524464,46.93021799108755,0.0553662887424062,70.5882339477539,71.00064086914062,24.53333282470703,49.87742472638043
0.1870245090012758,1787831246.5648243,1787831246.562698,1787831246.5625844,456.0000305175781,-2702.400146484375,-193.6000061035156,-9554.400390625,-856.800048828125,-2977.56787109375,1024.800048828125,9516.0,2447.10400390625,-312.0,-8625.6005859375,-681.4719848632812,-10600.80078125,-304.8000183105469,348.4800109863281,201.6000061035156,-1893.60009765625,398.8160095214844,-10713.6005859375,-912.0000610351562,-2021.1839599609373,540.0,10603.2001953125,2524.5439453125,-307.20001220703125,-10473.6005859375,116.15999603271484,-10965.6005859375,160.8000030517578,561.4400024414062,0.6720129394531114,4.271977539062391,2.942714233398448,-5.232011718750073,-0.0960119628906568,-2.013359375000164,-2.4000244140625,4.1275976562501455,9.602514648437593,0.2880084228515898,-0.1922656250008003,7.356816406250003,-2.4484765625002183,-2.736004028320337,-1.4713500976562273,-1.5360049438476435,-0.1920019531251,-0.61951049804685,1.1517773437499272,-2.2080224609375136,1.9360278320311863,-0.6720214843750227,0.9118164062492724,-1.4713769531249454,-2.5439941406249886,-2.6401562499995634,-2.288818365059342e-06,-7.200273437500073,-0.7680032348632722,-0.8518420410156295,5.2307705497844,5.60685124602546,10.724060200009896,7.364961816429169,3.955455299958652,1.667323962137686,3.1543871043325624,1.8568716090118331,3.666378487274776,7.291049403643568,32.88209911220758,17.636010566400426,50.518109678608,0.3017945177046706,70.5882339477539,71.00064086914062,24.566667556762695,49.87742472638043
